"number"	"filename"	"ID"	"season"	"year"	"cave"	"label"	"nonatec"	"tag"
"2308"	"126"	"IMG_7035.JPG"	"4EE5BC"	"august"	"2013"	"C25"	"CAL12-1125"	NA	"4EE5BC"
"2871"	"28"	"IMG_8520.jpg"	"4EE5BC"	"june"	"2014"	"C25"	"CAL12-1125"	NA	"4EE5BC"
"3580"	"161"	"IMG_0606.JPG"	"4EE5BC"	"august"	"2014"	"C25"	"CAL12-1125"	NA	"4EE5BC"
"4793"	"187"	"IMG_7612.JPG"	"4EE5BC"	"august"	"2015"	"C25"	"CAL12-1125"	NA	"4EE5BC"
"953"	"116"	"IMG_1552.JPG"	"C96F1E"	"august"	"2012"	"C25"	"CAL12-1126"	NA	"C96F1E"
"1528"	"88"	"IMG_5059.JPG"	"C96F1E"	"june"	"2013"	"C25"	"CAL12-1126"	NA	"C96F1E"
"1585"	"145"	"IMG_5359.JPG"	"C96F1E"	"june"	"2013"	"C25"	"CAL12-1126"	NA	"C96F1E"
"2251"	"69"	"IMG_6052.jpg"	"C96F1E"	"august"	"2013"	"C25"	"CAL12-1126"	NA	"C96F1E"
"2976"	"133"	"IMG_9321.jpg"	"C96F1E"	"june"	"2014"	"C25"	"CAL12-1126"	NA	"C96F1E"
"5284"	"116"	"IMG_9280.JPG"	"C96F1E"	"june"	"2016"	"C25"	"CAL12-1126"	NA	"C96F1E"
"6193"	"112"	"IMG_3247.JPG"	"C96F1E"	"august"	"2017"	"C25"	"CAL12-1126"	NA	"C96F1E"
"954"	"117"	"IMG_1553.JPG"	"6D8A54"	"august"	"2012"	"C25"	"CAL12-1127"	NA	"6D8A54"
"2230"	"48"	"IMG_6031.jpg"	"6D8A54"	"august"	"2013"	"C25"	"CAL12-1127"	NA	"6D8A54"
"2879"	"36"	"IMG_8529.jpg"	"6D8A54"	"june"	"2014"	"C25"	"CAL12-1127"	NA	"6D8A54"
"3532"	"113"	"IMG_0551.JPG"	"6D8A54"	"august"	"2014"	"C25"	"CAL12-1127"	NA	"6D8A54"
"4649"	"43"	"IMG_7054.JPG"	"6D8A54"	"august"	"2015"	"C25"	"CAL12-1127"	NA	"6D8A54"
"955"	"118"	"IMG_1554.JPG"	"4EEC4C"	"august"	"2012"	"C25"	"CAL12-1128"	NA	"4EEC4C"
"2275"	"93"	"IMG_6994.JPG"	"4EEC4C"	"august"	"2013"	"C25"	"CAL12-1128"	NA	"4EEC4C"
"2901"	"58"	"IMG_8551.jpg"	"4EEC4C"	"june"	"2014"	"C25"	"CAL12-1128"	NA	"4EEC4C"
"4719"	"113"	"IMG_7125.JPG"	"4EEC4C"	"august"	"2015"	"C25"	"CAL12-1128"	NA	"4EEC4C"
"5267"	"99"	"IMG_9261.JPG"	"4EEC4C"	"june"	"2016"	"C25"	"CAL12-1128"	NA	"4EEC4C"
"6118"	"37"	"IMG_2966.JPG"	"4EEC4C"	"august"	"2017"	"C25"	"CAL12-1128"	NA	"4EEC4C"
"956"	"119"	"IMG_1555.JPG"	"C96CFC"	"august"	"2012"	"C25"	"CAL12-1129"	NA	"C96CFC"
"1470"	"30"	"IMG_4995.JPG"	"C96CFC"	"june"	"2013"	"C25"	"CAL12-1129"	NA	"C96CFC"
"1574"	"134"	"IMG_5342.JPG"	"C96CFC"	"june"	"2013"	"C25"	"CAL12-1129"	NA	"C96CFC"
"2248"	"66"	"IMG_6049.jpg"	"C96CFC"	"august"	"2013"	"C25"	"CAL12-1129"	NA	"C96CFC"
"3540"	"121"	"IMG_0560.JPG"	"C96CFC"	"august"	"2014"	"C25"	"CAL12-1129"	NA	"C96CFC"
"4130"	"87"	"IMG_5496.JPG"	"C96CFC"	"june"	"2015"	"C25"	"CAL12-1129"	NA	"C96CFC"
"4795"	"189"	"IMG_7614.JPG"	"C96CFC"	"august"	"2015"	"C25"	"CAL12-1129"	NA	"C96CFC"
"5694"	"65"	"IMG_2437.JPG"	"C96CFC"	"june"	"2017"	"C25"	"CAL12-1129"	NA	"C96CFC"
"957"	"120"	"IMG_1556.JPG"	"6D7233"	"august"	"2012"	"C25"	"CAL12-1130"	NA	"6D7233"
"1518"	"78"	"IMG_5046.JPG"	"6D7233"	"june"	"2013"	"C25"	"CAL12-1130"	NA	"6D7233"
"2192"	"10"	"IMG_5988.jpg"	"6D7233"	"august"	"2013"	"C25"	"CAL12-1130"	NA	"6D7233"
"2946"	"103"	"IMG_8600.jpg"	"6D7233"	"june"	"2014"	"C25"	"CAL12-1130"	NA	"6D7233"
"3443"	"24"	"IMG_0113.JPG"	"6D7233"	"august"	"2014"	"C25"	"CAL12-1130"	NA	"6D7233"
"4071"	"28"	"IMG_4608.JPG"	"6D7233"	"june"	"2015"	"C25"	"CAL12-1130"	NA	"6D7233"
"4683"	"77"	"IMG_7088.JPG"	"6D7233"	"august"	"2015"	"C25"	"CAL12-1130"	NA	"6D7233"
"5691"	"62"	"IMG_2434.JPG"	"6D7233"	"june"	"2017"	"C25"	"CAL12-1130"	NA	"6D7233"
"958"	"121"	"IMG_1557.JPG"	"C96968"	"august"	"2012"	"C25"	"CAL12-1131"	NA	"C96968"
"2853"	"10"	"IMG_8502.jpg"	"C96968"	"june"	"2014"	"C25"	"CAL12-1131"	NA	"C96968"
"959"	"122"	"IMG_1558.JPG"	"6DA80C"	"august"	"2012"	"C25"	"CAL12-1132"	NA	"6DA80C"
"2264"	"82"	"IMG_6066.jpg"	"6DA80C"	"august"	"2013"	"C25"	"CAL12-1132"	NA	"6DA80C"
"960"	"123"	"IMG_1559.JPG"	"C9757E"	"august"	"2012"	"C25"	"CAL12-1133"	NA	"C9757E"
"2186"	"4"	"IMG_5982.jpg"	"C9757E"	"august"	"2013"	"C25"	"CAL12-1133"	NA	"C9757E"
"3545"	"126"	"IMG_0569.JPG"	"C9757E"	"august"	"2014"	"C25"	"CAL12-1133"	NA	"C9757E"
"4124"	"81"	"IMG_4702.JPG"	"C9757E"	"june"	"2015"	"C25"	"CAL12-1133"	NA	"C9757E"
"4760"	"154"	"IMG_7576.JPG"	"C9757E"	"august"	"2015"	"C25"	"CAL12-1133"	NA	"C9757E"
"5734"	"105"	"IMG_2488.JPG"	"C9757E"	"june"	"2017"	"C25"	"CAL12-1133"	NA	"C9757E"
"6189"	"108"	"IMG_3242.JPG"	"C9757E"	"august"	"2017"	"C25"	"CAL12-1133"	NA	"C9757E"
"961"	"124"	"IMG_1561.JPG"	"C98874"	"august"	"2012"	"C25"	"CAL12-1134"	NA	"C98874"
"962"	"125"	"IMG_1562.JPG"	"4EEC85"	"august"	"2012"	"C25"	"CAL12-1135"	NA	"4EEC85"
"1480"	"40"	"IMG_5006.JPG"	"4EEC85"	"june"	"2013"	"C25"	"CAL12-1135"	NA	"4EEC85"
"1587"	"147"	"IMG_5361.JPG"	"4EEC85"	"june"	"2013"	"C25"	"CAL12-1135"	NA	"4EEC85"
"2998"	"155"	"IMG_9343.jpg"	"4EEC85"	"june"	"2014"	"C25"	"CAL12-1135"	NA	"4EEC85"
"3505"	"86"	"IMG_0177.JPG"	"4EEC85"	"august"	"2014"	"C25"	"CAL12-1135"	NA	"4EEC85"
"963"	"126"	"IMG_1563.JPG"	"4EED3D"	"august"	"2012"	"C25"	"CAL12-1136"	NA	"4EED3D"
"964"	"127"	"IMG_1565.JPG"	"C97820"	"august"	"2012"	"C25"	"CAL12-1137"	NA	"C97820"
"1485"	"45"	"IMG_5011.JPG"	"C97820"	"june"	"2013"	"C25"	"CAL12-1137"	NA	"C97820"
"2195"	"13"	"IMG_5992.jpg"	"C97820"	"august"	"2013"	"C25"	"CAL12-1137"	NA	"C97820"
"3478"	"59"	"IMG_0150.JPG"	"C97820"	"august"	"2014"	"C25"	"CAL12-1137"	NA	"C97820"
"5216"	"48"	"IMG_5554.jpg"	"C97820"	"june"	"2016"	"C25"	"CAL12-1137"	NA	"C97820"
"5686"	"57"	"IMG_2428.JPG"	"C97820"	"june"	"2017"	"C25"	"CAL12-1137"	NA	"C97820"
"965"	"128"	"IMG_1566.JPG"	"4EEBE6"	"august"	"2012"	"C25"	"CAL12-1138"	NA	"4EEBE6"
"3016"	"173"	"IMG_9365.jpg"	"4EEBE6"	"june"	"2014"	"C25"	"CAL12-1138"	NA	"4EEBE6"
"3445"	"26"	"IMG_0115.JPG"	"4EEBE6"	"august"	"2014"	"C25"	"CAL12-1138"	NA	"4EEBE6"
"3576"	"157"	"IMG_0602.JPG"	"4EEBE6"	"august"	"2014"	"C25"	"CAL12-1138"	NA	"4EEBE6"
"4057"	"14"	"IMG_4590.JPG"	"4EEBE6"	"june"	"2015"	"C25"	"CAL12-1138"	NA	"4EEBE6"
"966"	"129"	"IMG_1567.JPG"	"6D9DD0"	"august"	"2012"	"C25"	"CAL12-1139"	NA	"6D9DD0"
"4735"	"129"	"IMG_7548.JPG"	"6D9DD0"	"august"	"2015"	"C25"	"CAL12-1139"	NA	"6D9DD0"
"967"	"130"	"IMG_1568.JPG"	"C987A0"	"august"	"2012"	"C25"	"CAL12-1140"	NA	"C987A0"
"2185"	"3"	"IMG_5981.jpg"	"C987A0"	"august"	"2013"	"C25"	"CAL12-1140"	NA	"C987A0"
"3538"	"119"	"IMG_0558.JPG"	"C987A0"	"august"	"2014"	"C25"	"CAL12-1140"	NA	"C987A0"
"968"	"131"	"IMG_1569.JPG"	"C97BE7"	"august"	"2012"	"C25"	"CAL12-1141"	NA	"C97BE7"
"1471"	"31"	"IMG_4997.JPG"	"C97BE7"	"june"	"2013"	"C25"	"CAL12-1141"	NA	"C97BE7"
"1586"	"146"	"IMG_5360.JPG"	"C97BE7"	"june"	"2013"	"C25"	"CAL12-1141"	NA	"C97BE7"
"3553"	"134"	"IMG_0577.JPG"	"C97BE7"	"august"	"2014"	"C25"	"CAL12-1141"	NA	"C97BE7"
"4615"	"9"	"IMG_7020.JPG"	"C97BE7"	"august"	"2015"	"C25"	"CAL12-1141"	NA	"C97BE7"
"5677"	"48"	"IMG_2109.JPG"	"C97BE7"	"june"	"2017"	"C25"	"CAL12-1141"	NA	"C97BE7"
"6196"	"115"	"IMG_3250.JPG"	"C97BE7"	"august"	"2017"	"C25"	"CAL12-1141"	NA	"C97BE7"
"969"	"132"	"IMG_1570.JPG"	"C96A6B"	"august"	"2012"	"C25"	"CAL12-1142"	NA	"C96A6B"
"2215"	"33"	"IMG_6012.jpg"	"C96A6B"	"august"	"2013"	"C25"	"CAL12-1142"	NA	"C96A6B"
"2924"	"81"	"IMG_8574.jpg"	"C96A6B"	"june"	"2014"	"C25"	"CAL12-1142"	NA	"C96A6B"
"3515"	"96"	"IMG_0187.JPG"	"C96A6B"	"august"	"2014"	"C25"	"CAL12-1142"	NA	"C96A6B"
"4154"	"111"	"IMG_5521.JPG"	"C96A6B"	"june"	"2015"	"C25"	"CAL12-1142"	NA	"C96A6B"
"4776"	"170"	"IMG_7592.JPG"	"C96A6B"	"august"	"2015"	"C25"	"CAL12-1142"	NA	"C96A6B"
"5218"	"50"	"IMG_5556.jpg"	"C96A6B"	"june"	"2016"	"C25"	"CAL12-1142"	NA	"C96A6B"
"970"	"133"	"IMG_1571.JPG"	"6D9479"	"august"	"2012"	"C25"	"CAL12-1143"	NA	"6D9479"
"1503"	"63"	"IMG_5029.JPG"	"6D9479"	"june"	"2013"	"C25"	"CAL12-1143"	NA	"6D9479"
"4148"	"105"	"IMG_5515.JPG"	"6D9479"	"june"	"2015"	"C25"	"CAL12-1143"	NA	"6D9479"
"4688"	"82"	"IMG_7093.JPG"	"6D9479"	"august"	"2015"	"C25"	"CAL12-1143"	NA	"6D9479"
"971"	"134"	"IMG_1572.JPG"	"C9608F"	"august"	"2012"	"C25"	"CAL12-1144"	NA	"C9608F"
"972"	"135"	"IMG_1573.JPG"	"C96E1B"	"august"	"2012"	"C25"	"CAL12-1145"	NA	"C96E1B"
"1506"	"66"	"IMG_5032.JPG"	"C96E1B"	"june"	"2013"	"C25"	"CAL12-1145"	NA	"C96E1B"
"4059"	"16"	"IMG_4593.JPG"	"C96E1B"	"june"	"2015"	"C25"	"CAL12-1145"	NA	"C96E1B"
"4731"	"125"	"IMG_7541.JPG"	"C96E1B"	"august"	"2015"	"C25"	"CAL12-1145"	NA	"C96E1B"
"5210"	"42"	"IMG_5548.jpg"	"C96E1B"	"june"	"2016"	"C25"	"CAL12-1145"	NA	"C96E1B"
"973"	"136"	"IMG_1574.JPG"	"C97B58"	"august"	"2012"	"C25"	"CAL12-1146"	NA	"C97B58"
"974"	"137"	"IMG_1575.JPG"	"4EDED2"	"august"	"2012"	"C25"	"CAL12-1147"	NA	"4EDED2"
"975"	"138"	"IMG_1576.JPG"	"C98282"	"august"	"2012"	"C25"	"CAL12-1148"	NA	"C98282"
"1549"	"109"	"IMG_5310.JPG"	"C98282"	"june"	"2013"	"C25"	"CAL12-1148"	NA	"C98282"
"3520"	"101"	"IMG_0193.JPG"	"C98282"	"august"	"2014"	"C25"	"CAL12-1148"	NA	"C98282"
"4156"	"113"	"IMG_5523.JPG"	"C98282"	"june"	"2015"	"C25"	"CAL12-1148"	NA	"C98282"
"976"	"139"	"IMG_1577.JPG"	"4EDED5"	"august"	"2012"	"C25"	"CAL12-1149"	NA	"4EDED5"
"1525"	"85"	"IMG_5055.JPG"	"4EDED5"	"june"	"2013"	"C25"	"CAL12-1149"	NA	"4EDED5"
"1573"	"133"	"IMG_5341.JPG"	"4EDED5"	"june"	"2013"	"C25"	"CAL12-1149"	NA	"4EDED5"
"2193"	"11"	"IMG_5989.jpg"	"4EDED5"	"august"	"2013"	"C25"	"CAL12-1149"	NA	"4EDED5"
"2985"	"142"	"IMG_9330.jpg"	"4EDED5"	"june"	"2014"	"C25"	"CAL12-1149"	NA	"4EDED5"
"3507"	"88"	"IMG_0179.JPG"	"4EDED5"	"august"	"2014"	"C25"	"CAL12-1149"	NA	"4EDED5"
"4744"	"138"	"IMG_7558.JPG"	"4EDED5"	"august"	"2015"	"C25"	"CAL12-1149"	NA	"4EDED5"
"5279"	"111"	"IMG_9275.JPG"	"4EDED5"	"june"	"2016"	"C25"	"CAL12-1149"	NA	"4EDED5"
"977"	"140"	"IMG_1578.JPG"	"4EE203"	"august"	"2012"	"C25"	"CAL12-1150"	NA	"4EE203"
"2975"	"132"	"IMG_9320.jpg"	"4EE203"	"june"	"2014"	"C25"	"CAL12-1150"	NA	"4EE203"
"3526"	"107"	"IMG_0544.JPG"	"4EE203"	"august"	"2014"	"C25"	"CAL12-1150"	NA	"4EE203"
"4050"	"7"	"IMG_4581.JPG"	"4EE203"	"june"	"2015"	"C25"	"CAL12-1150"	NA	"4EE203"
"4717"	"111"	"IMG_7123.JPG"	"4EE203"	"august"	"2015"	"C25"	"CAL12-1150"	NA	"4EE203"
"5283"	"115"	"IMG_9279.JPG"	"4EE203"	"june"	"2016"	"C25"	"CAL12-1150"	NA	"4EE203"
"978"	"141"	"IMG_1579.JPG"	"4EE9F1"	"august"	"2012"	"C25"	"CAL12-1151"	NA	"4EE9F1"
"979"	"142"	"IMG_1580.JPG"	"C9862C"	"august"	"2012"	"C25"	"CAL12-1152"	NA	"C9862C"
"3482"	"63"	"IMG_0154.JPG"	"C9862C"	"august"	"2014"	"C25"	"CAL12-1152"	NA	"C9862C"
"3543"	"124"	"IMG_0565.JPG"	"C9862C"	"august"	"2014"	"C25"	"CAL12-1152"	NA	"C9862C"
"4700"	"94"	"IMG_7105.JPG"	"C9862C"	"august"	"2015"	"C25"	"CAL12-1152"	NA	"C9862C"
"1526"	"86"	"IMG_5056.JPG"	"4EE925"	"june"	"2013"	"C25"	"CAL12-1155"	NA	"4EE925"
"530"	"37"	"IMG_1583.JPG"	"4EE925"	"august"	"2012"	"C7"	"CAL12-1155"	NA	"4EE925"
"1812"	"49"	"IMG_6982.JPG"	"4EE925"	"august"	"2013"	"C7"	"CAL12-1155"	NA	"4EE925"
"3177"	"1"	"IMG_0056.JPG"	"4EE925"	"august"	"2014"	"C7"	"CAL12-1155"	NA	"4EE925"
"2954"	"111"	"IMG_9299.jpg"	"6D9EEC"	"june"	"2014"	"C25"	"CAL12-1157"	NA	"6D9EEC"
"5291"	"123"	"IMG_9288.JPG"	"6D9EEC"	"june"	"2016"	"C25"	"CAL12-1157"	NA	"6D9EEC"
"532"	"39"	"IMG_1585.JPG"	"6D9EEC"	"august"	"2012"	"C7"	"CAL12-1157"	NA	"6D9EEC"
"1793"	"30"	"IMG_5969.jpg"	"6D9EEC"	"august"	"2013"	"C7"	"CAL12-1157"	NA	"6D9EEC"
"3207"	"31"	"IMG_0086.JPG"	"6D9EEC"	"august"	"2014"	"C7"	"CAL12-1157"	NA	"6D9EEC"
"4304"	"5"	"IMG_7137.JPG"	"6D9EEC"	"august"	"2015"	"C7"	"CAL12-1157"	NA	"6D9EEC"
"5879"	"23"	"IMG_2919.JPG"	"6D9EEC"	"august"	"2017"	"C7"	"CAL12-1157"	NA	"6D9EEC"
"3546"	"127"	"IMG_0570.JPG"	"6D72BB"	"august"	"2014"	"C25"	"CAL12-1158"	NA	"6D72BB"
"533"	"40"	"IMG_1586.JPG"	"6D72BB"	"august"	"2012"	"C7"	"CAL12-1158"	NA	"6D72BB"
"3461"	"42"	"IMG_0132.JPG"	"C97D2C"	"august"	"2014"	"C25"	"CAL12-1167"	NA	"C97D2C"
"4068"	"25"	"IMG_4604.JPG"	"C97D2C"	"june"	"2015"	"C25"	"CAL12-1167"	NA	"C97D2C"
"4742"	"136"	"IMG_7556.JPG"	"C97D2C"	"august"	"2015"	"C25"	"CAL12-1167"	NA	"C97D2C"
"542"	"49"	"IMG_1595.JPG"	"C97D2C"	"august"	"2012"	"C7"	"CAL12-1167"	NA	"C97D2C"
"1796"	"33"	"IMG_5973.jpg"	"C97D2C"	"august"	"2013"	"C7"	"CAL12-1167"	NA	"C97D2C"
"2243"	"61"	"IMG_6044.jpg"	"C97260"	"august"	"2013"	"C25"	"CAL12-1173"	NA	"C97260"
"548"	"55"	"IMG_1601.JPG"	"C97260"	"august"	"2012"	"C7"	"CAL12-1173"	NA	"C97260"
"1172"	"29"	"IMG_5289.JPG"	"C97260"	"june"	"2013"	"C7"	"CAL12-1173"	NA	"C97260"
"3560"	"141"	"IMG_0584.JPG"	"4EF70B"	"august"	"2014"	"C25"	"CAL13-1261"	NA	"4EF70B"
"1157"	"14"	"IMG_4960.JPG"	"4EF70B"	"june"	"2013"	"C7"	"CAL13-1261"	NA	"4EF70B"
"2531"	"19"	"IMG_9268.jpg"	"4EF70B"	"june"	"2014"	"C7"	"CAL13-1261"	NA	"4EF70B"
"3757"	"13"	"IMG_4723.JPG"	"4EF70B"	"june"	"2015"	"C7"	"CAL13-1261"	NA	"4EF70B"
"1443"	"3"	"IMG_4968.JPG"	"4EE404"	"june"	"2013"	"C25"	"CAL13-1265"	NA	"4EE404"
"1567"	"127"	"IMG_5332.JPG"	"C968A5"	"june"	"2013"	"C25"	"CAL13-1266"	NA	"C968A5"
"2906"	"63"	"IMG_8556.jpg"	"C968A5"	"june"	"2014"	"C25"	"CAL13-1266"	NA	"C968A5"
"1444"	"4"	"IMG_4969.JPG"	"C968A5"	"june"	"2013"	"C25"	"CAL13-1266"	NA	"C968A5"
"1446"	"6"	"IMG_4971.JPG"	"C98EEF"	"june"	"2013"	"C25"	"CAL13-1267"	NA	"C98EEF"
"1448"	"8"	"IMG_4973.JPG"	"053167"	"june"	"2013"	"C25"	"CAL13-1268"	NA	"053167"
"1543"	"103"	"IMG_5304.JPG"	"053167"	"june"	"2013"	"C25"	"CAL13-1268"	NA	"053167"
"1449"	"9"	"IMG_4974.JPG"	"4EE8BD"	"june"	"2013"	"C25"	"CAL13-1269"	NA	"4EE8BD"
"2266"	"84"	"IMG_6068.jpg"	"4EE8BD"	"august"	"2013"	"C25"	"CAL13-1269"	NA	"4EE8BD"
"4060"	"17"	"IMG_4594.JPG"	"4EE8BD"	"june"	"2015"	"C25"	"CAL13-1269"	NA	"4EE8BD"
"5309"	"141"	"IMG_9306.JPG"	"4EE8BD"	"june"	"2016"	"C25"	"CAL13-1269"	NA	"4EE8BD"
"5709"	"80"	"IMG_2458.JPG"	"4EE8BD"	"june"	"2017"	"C25"	"CAL13-1269"	NA	"4EE8BD"
"6155"	"74"	"IMG_3005.JPG"	"4EE8BD"	"august"	"2017"	"C25"	"CAL13-1269"	NA	"4EE8BD"
"1452"	"12"	"IMG_4977.JPG"	"4EDEEF"	"june"	"2013"	"C25"	"CAL13-1272"	NA	"4EDEEF"
"1453"	"13"	"IMG_4978.JPG"	"4EE981"	"june"	"2013"	"C25"	"CAL13-1273"	NA	"4EE981"
"1539"	"99"	"IMG_5300.JPG"	"4EE981"	"june"	"2013"	"C25"	"CAL13-1273"	NA	"4EE981"
"2888"	"45"	"IMG_8538.jpg"	"4EE981"	"june"	"2014"	"C25"	"CAL13-1273"	NA	"4EE981"
"4628"	"22"	"IMG_7033.JPG"	"4EE981"	"august"	"2015"	"C25"	"CAL13-1273"	NA	"4EE981"
"1456"	"16"	"IMG_4981.JPG"	"053604"	"june"	"2013"	"C25"	"CAL13-1276"	NA	"053604"
"2847"	"4"	"IMG_8496.jpg"	"053604"	"june"	"2014"	"C25"	"CAL13-1276"	NA	"053604"
"1458"	"18"	"IMG_4983.JPG"	"182EDF"	"june"	"2013"	"C25"	"CAL13-1278"	NA	"182EDF"
"1464"	"24"	"IMG_4989.JPG"	"6D8455"	"june"	"2013"	"C25"	"CAL13-1284"	NA	"6D8455"
"1597"	"157"	"IMG_5372.JPG"	"6D8455"	"june"	"2013"	"C25"	"CAL13-1284"	NA	"6D8455"
"3007"	"164"	"IMG_9352.jpg"	"6D8455"	"june"	"2014"	"C25"	"CAL13-1284"	NA	"6D8455"
"4107"	"64"	"IMG_4664.JPG"	"6D8455"	"june"	"2015"	"C25"	"CAL13-1284"	NA	"6D8455"
"4612"	"6"	"IMG_7017.JPG"	"6D8455"	"august"	"2015"	"C25"	"CAL13-1284"	NA	"6D8455"
"5219"	"51"	"IMG_5557.jpg"	"6D8455"	"june"	"2016"	"C25"	"CAL13-1284"	NA	"6D8455"
"1465"	"25"	"IMG_4990.JPG"	"4EDF82"	"june"	"2013"	"C25"	"CAL13-1285"	NA	"4EDF82"
"1561"	"121"	"IMG_5324.JPG"	"4EDF82"	"june"	"2013"	"C25"	"CAL13-1285"	NA	"4EDF82"
"2252"	"70"	"IMG_6053.jpg"	"4EDF82"	"august"	"2013"	"C25"	"CAL13-1285"	NA	"4EDF82"
"3581"	"162"	"IMG_0607.JPG"	"4EDF82"	"august"	"2014"	"C25"	"CAL13-1285"	NA	"4EDF82"
"1466"	"26"	"IMG_4991.JPG"	"4EDF49"	"june"	"2013"	"C25"	"CAL13-1286"	NA	"4EDF49"
"2929"	"86"	"IMG_8582.jpg"	"4EDF49"	"june"	"2014"	"C25"	"CAL13-1286"	NA	"4EDF49"
"3479"	"60"	"IMG_0151.JPG"	"4EDF49"	"august"	"2014"	"C25"	"CAL13-1286"	NA	"4EDF49"
"1468"	"28"	"IMG_4993.JPG"	"4EDFA3"	"june"	"2013"	"C25"	"CAL13-1287"	NA	"4EDFA3"
"2270"	"88"	"IMG_6986.JPG"	"4EDFA3"	"august"	"2013"	"C25"	"CAL13-1287"	NA	"4EDFA3"
"4711"	"105"	"IMG_7117.JPG"	"4EDFA3"	"august"	"2015"	"C25"	"CAL13-1287"	NA	"4EDFA3"
"1469"	"29"	"IMG_4994.JPG"	"4EE4F4"	"june"	"2013"	"C25"	"CAL13-1288"	NA	"4EE4F4"
"2300"	"118"	"IMG_7026.JPG"	"4EE4F4"	"august"	"2013"	"C25"	"CAL13-1288"	NA	"4EE4F4"
"1472"	"32"	"IMG_4998.JPG"	"6D8907"	"june"	"2013"	"C25"	"CAL13-1289"	NA	"6D8907"
"2289"	"107"	"IMG_7013.JPG"	"6D8907"	"august"	"2013"	"C25"	"CAL13-1289"	NA	"6D8907"
"1473"	"33"	"IMG_4999.JPG"	"4EED42"	"june"	"2013"	"C25"	"CAL13-1290"	NA	"4EED42"
"1570"	"130"	"IMG_5336.JPG"	"4EED42"	"june"	"2013"	"C25"	"CAL13-1290"	NA	"4EED42"
"2307"	"125"	"IMG_7034.JPG"	"4EED42"	"august"	"2013"	"C25"	"CAL13-1290"	NA	"4EED42"
"3529"	"110"	"IMG_0548.JPG"	"4EED42"	"august"	"2014"	"C25"	"CAL13-1290"	NA	"4EED42"
"1474"	"34"	"IMG_5000.JPG"	"6D82CA"	"june"	"2013"	"C25"	"CAL13-1291"	NA	"6D82CA"
"1563"	"123"	"IMG_5327.JPG"	"6D82CA"	"june"	"2013"	"C25"	"CAL13-1291"	NA	"6D82CA"
"3422"	"3"	"IMG_0092.JPG"	"6D82CA"	"august"	"2014"	"C25"	"CAL13-1291"	NA	"6D82CA"
"4108"	"65"	"IMG_4667.JPG"	"6D82CA"	"june"	"2015"	"C25"	"CAL13-1291"	NA	"6D82CA"
"4748"	"142"	"IMG_7562.JPG"	"6D82CA"	"august"	"2015"	"C25"	"CAL13-1291"	NA	"6D82CA"
"1475"	"35"	"IMG_5001.JPG"	"4EE5BF"	"june"	"2013"	"C25"	"CAL13-1292"	NA	"4EE5BF"
"1808"	"45"	"IMG_6978.JPG"	"4EE5BF"	"august"	"2013"	"C7"	"CAL13-1292"	NA	"4EE5BF"
"2552"	"40"	"IMG_9293.jpg"	"4EE5BF"	"june"	"2014"	"C7"	"CAL13-1292"	NA	"4EE5BF"
"3178"	"2"	"IMG_0057.JPG"	"4EE5BF"	"august"	"2014"	"C7"	"CAL13-1292"	NA	"4EE5BF"
"4982"	"44"	"IMG_9216.JPG"	"4EE5BF"	"june"	"2016"	"C7"	"CAL13-1292"	NA	"4EE5BF"
"1476"	"36"	"IMG_5002.JPG"	"C973BD"	"june"	"2013"	"C25"	"CAL13-1293"	NA	"C973BD"
"1562"	"122"	"IMG_5326.JPG"	"C973BD"	"june"	"2013"	"C25"	"CAL13-1293"	NA	"C973BD"
"2203"	"21"	"IMG_6000.jpg"	"C973BD"	"august"	"2013"	"C25"	"CAL13-1293"	NA	"C973BD"
"1477"	"37"	"IMG_5003.JPG"	"4EE050"	"june"	"2013"	"C25"	"CAL13-1294"	NA	"4EE050"
"2208"	"26"	"IMG_6005.jpg"	"4EE050"	"august"	"2013"	"C25"	"CAL13-1294"	NA	"4EE050"
"2981"	"138"	"IMG_9326.jpg"	"4EE050"	"june"	"2014"	"C25"	"CAL13-1294"	NA	"4EE050"
"3518"	"99"	"IMG_0190.JPG"	"4EE050"	"august"	"2014"	"C25"	"CAL13-1294"	NA	"4EE050"
"4051"	"8"	"IMG_4582.JPG"	"4EE050"	"june"	"2015"	"C25"	"CAL13-1294"	NA	"4EE050"
"5287"	"119"	"IMG_9284.JPG"	"4EE050"	"june"	"2016"	"C25"	"CAL13-1294"	NA	"4EE050"
"1478"	"38"	"IMG_5004.JPG"	"C97A47"	"june"	"2013"	"C25"	"CAL13-1295"	NA	"C97A47"
"1482"	"42"	"IMG_5008.JPG"	"4EE4CC"	"june"	"2013"	"C25"	"CAL13-1297"	NA	"4EE4CC"
"5288"	"120"	"IMG_9285.JPG"	"4EE4CC"	"june"	"2016"	"C25"	"CAL13-1297"	NA	"4EE4CC"
"5729"	"100"	"IMG_2482.JPG"	"4EE4CC"	"june"	"2017"	"C25"	"CAL13-1297"	NA	"4EE4CC"
"1483"	"43"	"IMG_5009.JPG"	"C97FBF"	"june"	"2013"	"C25"	"CAL13-1298"	NA	"C97FBF"
"2940"	"97"	"IMG_8594.jpg"	"C97FBF"	"june"	"2014"	"C25"	"CAL13-1298"	NA	"C97FBF"
"2550"	"38"	"IMG_9290.jpg"	"C97FBF"	"june"	"2014"	"C7"	"CAL13-1298"	NA	"C97FBF"
