"number"	"filename"	"ID"	"season"	"year"	"cave"	"label"	"nonatec"	"tag"
"3334"	"29"	"IMG_0339.JPG"	"C98417"	"august"	"2014"	"C18"	"CAL13-1588"	NA	"C98417"
"1949"	"4"	"IMG_6442.JPG"	"6D78F2"	"august"	"2013"	"C18"	"CAL13-1589"	NA	"6D78F2"
"1282"	"28"	"IMG_5615.JPG"	"053338"	"june"	"2013"	"C18"	"CAL13-1590"	NA	"053338"
"4455"	"11"	"IMG_7714.JPG"	"053338"	"august"	"2015"	"C18"	"CAL13-1590"	NA	"053338"
"1963"	"18"	"IMG_6458.JPG"	"183453"	"august"	"2013"	"C18"	"CAL13-1827"	NA	"183453"
"3331"	"26"	"IMG_0336.JPG"	"183453"	"august"	"2014"	"C18"	"CAL13-1827"	NA	"183453"
"1950"	"5"	"IMG_6443.JPG"	"1875FA"	"august"	"2013"	"C18"	"CAL13-1831"	NA	"1875FA"
"4464"	"20"	"IMG_7725.JPG"	"1875FA"	"august"	"2015"	"C18"	"CAL13-1831"	NA	"1875FA"
"5073"	"10"	"IMG_9413.JPG"	"1875FA"	"june"	"2016"	"C18"	"CAL13-1831"	NA	"1875FA"
"5968"	"10"	"IMG_3170.JPG"	"1875FA"	"august"	"2017"	"C18"	"CAL13-1831"	NA	"1875FA"
"1952"	"7"	"IMG_6445.JPG"	"183A38"	"august"	"2013"	"C18"	"CAL13-1832"	NA	"183A38"
"1955"	"10"	"IMG_6449.JPG"	"183FF9"	"august"	"2013"	"C18"	"CAL13-1833"	NA	"183FF9"
"5067"	"4"	"IMG_5661.jpg"	"183FF9"	"june"	"2016"	"C18"	"CAL13-1833"	NA	"183FF9"
"1956"	"11"	"IMG_6450.JPG"	"183ACC"	"august"	"2013"	"C18"	"CAL13-1834"	NA	"183ACC"
"1959"	"14"	"IMG_6454.JPG"	"1851BF"	"august"	"2013"	"C18"	"CAL13-1835"	NA	"1851BF"
"2658"	"1"	"IMG_8729.jpg"	"1851BF"	"june"	"2014"	"C18"	"CAL13-1835"	NA	"1851BF"
"3307"	"2"	"IMG_0308.JPG"	"1851BF"	"august"	"2014"	"C18"	"CAL13-1835"	NA	"1851BF"
"1961"	"16"	"IMG_6456.JPG"	"183572"	"august"	"2013"	"C18"	"CAL13-1836"	NA	"183572"
"1969"	"24"	"IMG_6471.JPG"	"185C66"	"august"	"2013"	"C18"	"CAL13-1838"	NA	"185C66"
"3319"	"14"	"IMG_0322.JPG"	"185C66"	"august"	"2014"	"C18"	"CAL13-1838"	NA	"185C66"
"3881"	"8"	"IMG_4807.JPG"	"185C66"	"june"	"2015"	"C18"	"CAL13-1838"	NA	"185C66"
"1972"	"27"	"IMG_6475.JPG"	"184E14"	"august"	"2013"	"C18"	"CAL13-1840"	NA	"184E14"
"1974"	"29"	"IMG_6477.JPG"	"184A01"	"august"	"2013"	"C18"	"CAL13-1841"	NA	"184A01"
"1975"	"30"	"IMG_6478.JPG"	"185BAF"	"august"	"2013"	"C18"	"CAL13-1842"	NA	"185BAF"
"2694"	"37"	"IMG_9468.jpg"	"185BAF"	"june"	"2014"	"C18"	"CAL13-1842"	NA	"185BAF"
"1976"	"31"	"IMG_6479.JPG"	"187FE7"	"august"	"2013"	"C18"	"CAL13-1843"	NA	"187FE7"
"1977"	"32"	"IMG_6480.JPG"	"187117"	"august"	"2013"	"C18"	"CAL13-1844"	NA	"187117"
"3328"	"23"	"IMG_0332.JPG"	"187117"	"august"	"2014"	"C18"	"CAL13-1844"	NA	"187117"
"3886"	"13"	"IMG_4812.JPG"	"187117"	"june"	"2015"	"C18"	"CAL13-1844"	NA	"187117"
"1978"	"33"	"IMG_6482.JPG"	"1858E5"	"august"	"2013"	"C18"	"CAL13-1845"	NA	"1858E5"
"2664"	"7"	"IMG_8736.jpg"	"1858E5"	"june"	"2014"	"C18"	"CAL13-1845"	NA	"1858E5"
"3880"	"7"	"IMG_4806.JPG"	"1858E5"	"june"	"2015"	"C18"	"CAL13-1845"	NA	"1858E5"
"5077"	"14"	"IMG_9418.JPG"	"1858E5"	"june"	"2016"	"C18"	"CAL13-1845"	NA	"1858E5"
"1984"	"39"	"IMG_7265.JPG"	"18738C"	"august"	"2013"	"C18"	"CAL13-1936"	NA	"18738C"
"1989"	"44"	"IMG_7270.JPG"	"18738D"	"august"	"2013"	"C18"	"CAL13-1938"	NA	"18738D"
"3876"	"3"	"IMG_4802.JPG"	"18738D"	"june"	"2015"	"C18"	"CAL13-1938"	NA	"18738D"
"1995"	"50"	"IMG_7276.JPG"	"183B69"	"august"	"2013"	"C18"	"CAL13-1939"	NA	"183B69"
"2675"	"18"	"IMG_8748.jpg"	"183B69"	"june"	"2014"	"C18"	"CAL13-1939"	NA	"183B69"
"5075"	"12"	"IMG_9415.JPG"	"183B69"	"june"	"2016"	"C18"	"CAL13-1939"	NA	"183B69"
"5533"	"7"	"IMG_2161.JPG"	"183B69"	"june"	"2017"	"C18"	"CAL13-1939"	NA	"183B69"
"1996"	"51"	"IMG_7277.JPG"	"18639B"	"august"	"2013"	"C18"	"CAL13-1940"	NA	"18639B"
"1997"	"52"	"IMG_7278.JPG"	"1858DF"	"august"	"2013"	"C18"	"CAL13-1941"	NA	"1858DF"
"2001"	"56"	"IMG_7282.JPG"	"182C2E"	"august"	"2013"	"C18"	"CAL13-1942"	NA	"182C2E"
"3874"	"1"	"IMG_4800.JPG"	"182C2E"	"june"	"2015"	"C18"	"CAL13-1942"	NA	"182C2E"
"2002"	"57"	"IMG_7283.JPG"	"183EAA"	"august"	"2013"	"C18"	"CAL13-1943"	NA	"183EAA"
"2662"	"5"	"IMG_8734.jpg"	"053350"	"june"	"2014"	"C18"	"CAL14-2074"	NA	"053350"
"3326"	"21"	"IMG_0330.JPG"	"053350"	"august"	"2014"	"C18"	"CAL14-2074"	NA	"053350"
"2666"	"9"	"IMG_8738.jpg"	"053600"	"june"	"2014"	"C18"	"CAL14-2076"	NA	"053600"
"2667"	"10"	"IMG_8739.jpg"	"053375"	"june"	"2014"	"C18"	"CAL14-2077"	NA	"053375"
"3888"	"15"	"IMG_4815.JPG"	"053375"	"june"	"2015"	"C18"	"CAL14-2077"	NA	"053375"
"5535"	"9"	"IMG_2163.JPG"	"053375"	"june"	"2017"	"C18"	"CAL14-2077"	NA	"053375"
"2668"	"11"	"IMG_8740.jpg"	"053591"	"june"	"2014"	"C18"	"CAL14-2078"	NA	"053591"
"2681"	"24"	"IMG_8754.jpg"	"053399"	"june"	"2014"	"C18"	"CAL14-2080"	NA	"053399"
"3308"	"3"	"IMG_0309.JPG"	"053952"	"august"	"2014"	"C18"	"CAL14-2294"	NA	"053952"
"3318"	"13"	"IMG_0321.JPG"	"053872"	"august"	"2014"	"C18"	"CAL14-2295"	NA	"053872"
"3325"	"20"	"IMG_0329.JPG"	"053898"	"august"	"2014"	"C18"	"CAL14-2296"	NA	"053898"
"3327"	"22"	"IMG_0331.JPG"	"053870"	"august"	"2014"	"C18"	"CAL14-2297"	NA	"053870"
"3335"	"30"	"IMG_0340.JPG"	"053911"	"august"	"2014"	"C18"	"CAL14-2298"	NA	"053911"
"3336"	"31"	"IMG_0341.JPG"	"053920"	"august"	"2014"	"C18"	"CAL14-2299"	NA	"053920"
"4446"	"2"	"IMG_7260.JPG"	"655222"	"august"	"2015"	"C18"	"CAL15-2663"	NA	"655222"
"4450"	"6"	"IMG_7265.JPG"	"655069"	"august"	"2015"	"C18"	"CAL15-2664"	NA	"655069"
"4456"	"12"	"IMG_7715.JPG"	"655248"	"august"	"2015"	"C18"	"CAL15-2770"	NA	"655248"
"5963"	"5"	"IMG_3165.JPG"	"655248"	"august"	"2017"	"C18"	"CAL15-2770"	NA	"655248"
"4457"	"13"	"IMG_7717.JPG"	"655269"	"august"	"2015"	"C18"	"CAL15-2771"	NA	"655269"
"5530"	"4"	"IMG_2155.JPG"	"655269"	"june"	"2017"	"C18"	"CAL15-2771"	NA	"655269"
"4462"	"18"	"IMG_7723.JPG"	"655350"	"august"	"2015"	"C18"	"CAL15-2773"	NA	"655350"
"4466"	"22"	"IMG_7727.JPG"	"655253"	"august"	"2015"	"C18"	"CAL15-2775"	NA	"655253"
"5065"	"2"	"IMG_5659.jpg"	"655327"	"june"	"2016"	"C18"	"CAL16-2853"	NA	"655327"
"5071"	"8"	"IMG_9411.JPG"	"158533"	"june"	"2016"	"C18"	"CAL16-2922"	NA	"158533"
"5532"	"6"	"IMG_2160.JPG"	"158533"	"june"	"2017"	"C18"	"CAL16-2922"	NA	"158533"
"5082"	"19"	"IMG_9423.JPG"	"158526"	"june"	"2016"	"C18"	"CAL16-293"	NA	"158526"
"5527"	"1"	"IMG_2150.JPG"	"897767"	"june"	"2017"	"C18"	"CAL17-3111"	NA	"897767"
"5978"	"20"	"IMG_3309.JPG"	"897767"	"august"	"2017"	"C18"	"CAL17-3111"	NA	"897767"
"5528"	"2"	"IMG_2151.JPG"	"897832"	"june"	"2017"	"C18"	"CAL17-3112"	NA	"897832"
"5969"	"11"	"IMG_3171.JPG"	"897832"	"august"	"2017"	"C18"	"CAL17-3112"	NA	"897832"
"5975"	"17"	"IMG_3306.JPG"	"897832"	"august"	"2017"	"C18"	"CAL17-3112"	NA	"897832"
"5534"	"8"	"IMG_2162.JPG"	"897947"	"june"	"2017"	"C18"	"CAL17-3113"	NA	"897947"
"5537"	"11"	"IMG_2165.JPG"	"897852"	"june"	"2017"	"C18"	"CAL17-3114"	NA	"897852"
"5538"	"12"	"IMG_2166.JPG"	"897926"	"june"	"2017"	"C18"	"CAL17-3115"	NA	"897926"
"5539"	"13"	"IMG_2168.JPG"	"897893"	"june"	"2017"	"C18"	"CAL17-3116"	NA	"897893"
"5960"	"2"	"IMG_3159.JPG"	"981925"	"august"	"2017"	"C18"	"CAL17-3313"	NA	"981925"
"5961"	"3"	"IMG_3163.JPG"	"981828"	"august"	"2017"	"C18"	"CAL17-3314"	NA	"981828"
"5962"	"4"	"IMG_3164.JPG"	"981989"	"august"	"2017"	"C18"	"CAL17-3315"	NA	"981989"
"5964"	"6"	"IMG_3166.JPG"	"981811"	"august"	"2017"	"C18"	"CAL17-3316"	NA	"981811"
"5965"	"7"	"IMG_3167.JPG"	"981843"	"august"	"2017"	"C18"	"CAL17-3317"	NA	"981843"
"5967"	"9"	"IMG_3169.JPG"	"123812"	"august"	"2017"	"C18"	"CAL17-3318"	NA	"123812"
"5970"	"12"	"IMG_3172.JPG"	"123870"	"august"	"2017"	"C18"	"CAL17-3319"	NA	"123870"
"5971"	"13"	"IMG_3173.JPG"	"981805"	"august"	"2017"	"C18"	"CAL17-3320"	NA	"981805"
"5972"	"14"	"IMG_3174.JPG"	"123884"	"august"	"2017"	"C18"	"CAL17-3321"	NA	"123884"
"5973"	"15"	"IMG_3304.JPG"	"981873"	"august"	"2017"	"C18"	"CAL17-3370"	NA	"981873"
"5977"	"19"	"IMG_3308.JPG"	"981873"	"august"	"2017"	"C18"	"CAL17-3370"	NA	"981873"
"5974"	"16"	"IMG_3305.JPG"	"981993"	"august"	"2017"	"C18"	"CAL17-3371"	NA	"981993"
"5979"	"21"	"IMG_3310.JPG"	"123816"	"august"	"2017"	"C18"	"CAL17-3373"	NA	"123816"
"710"	"1"	"IMG_1419.JPG"	"6D8187"	"august"	"2012"	"C19"	"CAL12-1007"	NA	"6D8187"
"2018"	"16"	"IMG_6328.JPG"	"6D8187"	"august"	"2013"	"C19"	"CAL12-1007"	NA	"6D8187"
"3342"	"6"	"IMG_0277.JPG"	"6D8187"	"august"	"2014"	"C19"	"CAL12-1007"	NA	"6D8187"
"711"	"2"	"IMG_1420.JPG"	"C98DDC"	"august"	"2012"	"C19"	"CAL12-1008"	NA	"C98DDC"
"712"	"3"	"IMG_1421.JPG"	"4EEA84"	"august"	"2012"	"C19"	"CAL12-1009"	NA	"4EEA84"
"2013"	"11"	"IMG_6323.JPG"	"4EEA84"	"august"	"2013"	"C19"	"CAL12-1009"	NA	"4EEA84"
"713"	"4"	"IMG_1422.JPG"	"6D9955"	"august"	"2012"	"C19"	"CAL12-1010"	NA	"6D9955"
"714"	"5"	"IMG_1423.JPG"	"4EDFF8"	"august"	"2012"	"C19"	"CAL12-1011"	NA	"4EDFF8"
"2014"	"12"	"IMG_6324.JPG"	"4EDFF8"	"august"	"2013"	"C19"	"CAL12-1011"	NA	"4EDFF8"
"715"	"6"	"IMG_1424.JPG"	"4EE9EF"	"august"	"2012"	"C19"	"CAL12-1012"	NA	"4EE9EF"
"2022"	"20"	"IMG_7137.JPG"	"4EE9EF"	"august"	"2013"	"C19"	"CAL12-1012"	NA	"4EE9EF"
"2701"	"7"	"IMG_9448.jpg"	"4EE9EF"	"june"	"2014"	"C19"	"CAL12-1012"	NA	"4EE9EF"
"716"	"7"	"IMG_1425.JPG"	"4EE09A"	"august"	"2012"	"C19"	"CAL12-1013"	NA	"4EE09A"
"1284"	"2"	"IMG_5217.JPG"	"4EE09A"	"june"	"2013"	"C19"	"CAL12-1013"	NA	"4EE09A"
"1295"	"13"	"IMG_5580.JPG"	"4EE09A"	"june"	"2013"	"C19"	"CAL12-1013"	NA	"4EE09A"
"2697"	"3"	"IMG_8710.jpg"	"4EE09A"	"june"	"2014"	"C19"	"CAL12-1013"	NA	"4EE09A"
"3348"	"12"	"IMG_0283.JPG"	"4EE09A"	"august"	"2014"	"C19"	"CAL12-1013"	NA	"4EE09A"
"717"	"8"	"IMG_1426.JPG"	"4EDED1"	"august"	"2012"	"C19"	"CAL12-1014"	NA	"4EDED1"
"718"	"9"	"IMG_1427.JPG"	"4EEAE2"	"august"	"2012"	"C19"	"CAL12-1015"	NA	"4EEAE2"
"719"	"10"	"IMG_1428.JPG"	"C95FD7"	"august"	"2012"	"C19"	"CAL12-1016"	NA	"C95FD7"
"5549"	"9"	"IMG_2569.JPG"	"C95FD7"	"june"	"2017"	"C19"	"CAL12-1016"	NA	"C95FD7"
"5996"	"17"	"IMG_3298.JPG"	"C95FD7"	"august"	"2017"	"C19"	"CAL12-1016"	NA	"C95FD7"
"1283"	"1"	"IMG_5216.JPG"	"C96529"	"june"	"2013"	"C19"	"CAL13-1412"	NA	"C96529"
"2003"	"1"	"IMG_6312.JPG"	"C96529"	"august"	"2013"	"C19"	"CAL13-1412"	NA	"C96529"
"2705"	"11"	"IMG_9453.jpg"	"C96529"	"june"	"2014"	"C19"	"CAL13-1412"	NA	"C96529"
"3345"	"9"	"IMG_0280.JPG"	"C96529"	"august"	"2014"	"C19"	"CAL13-1412"	NA	"C96529"
"3905"	"3"	"IMG_4784.JPG"	"C96529"	"june"	"2015"	"C19"	"CAL13-1412"	NA	"C96529"
"1285"	"3"	"IMG_5218.JPG"	"4EE085"	"june"	"2013"	"C19"	"CAL13-1413"	NA	"4EE085"
"2009"	"7"	"IMG_6318.JPG"	"4EE085"	"august"	"2013"	"C19"	"CAL13-1413"	NA	"4EE085"
"2704"	"10"	"IMG_9452.jpg"	"4EE085"	"june"	"2014"	"C19"	"CAL13-1413"	NA	"4EE085"
"1289"	"7"	"IMG_5222.JPG"	"053897"	"june"	"2013"	"C19"	"CAL13-1417"	NA	"053897"
"1290"	"8"	"IMG_5223.JPG"	"4EEC77"	"june"	"2013"	"C19"	"CAL13-1418"	NA	"4EEC77"
"3344"	"8"	"IMG_0279.JPG"	"4EEC77"	"august"	"2014"	"C19"	"CAL13-1418"	NA	"4EEC77"
"3913"	"11"	"IMG_5758.JPG"	"4EEC77"	"june"	"2015"	"C19"	"CAL13-1418"	NA	"4EEC77"
"1291"	"9"	"IMG_5224.JPG"	"4EED16"	"june"	"2013"	"C19"	"CAL13-1419"	NA	"4EED16"
"2007"	"5"	"IMG_6316.JPG"	"4EED16"	"august"	"2013"	"C19"	"CAL13-1419"	NA	"4EED16"
"2699"	"5"	"IMG_8712.jpg"	"4EED16"	"june"	"2014"	"C19"	"CAL13-1419"	NA	"4EED16"
"3341"	"5"	"IMG_0276.JPG"	"4EED16"	"august"	"2014"	"C19"	"CAL13-1419"	NA	"4EED16"
"3909"	"7"	"IMG_4788.JPG"	"4EED16"	"june"	"2015"	"C19"	"CAL13-1419"	NA	"4EED16"
"1292"	"10"	"IMG_5225.JPG"	"C96D03"	"june"	"2013"	"C19"	"CAL13-1420"	NA	"C96D03"
"1293"	"11"	"IMG_5578.JPG"	"C96D03"	"june"	"2013"	"C19"	"CAL13-1420"	NA	"C96D03"
"2019"	"17"	"IMG_6329.JPG"	"C96D03"	"august"	"2013"	"C19"	"CAL13-1420"	NA	"C96D03"
"2706"	"12"	"IMG_9454.jpg"	"C96D03"	"june"	"2014"	"C19"	"CAL13-1420"	NA	"C96D03"
"3343"	"7"	"IMG_0278.JPG"	"C96D03"	"august"	"2014"	"C19"	"CAL13-1420"	NA	"C96D03"
"5091"	"8"	"IMG_5641.jpg"	"C96D03"	"june"	"2016"	"C19"	"CAL13-1420"	NA	"C96D03"
"5546"	"6"	"IMG_2190.JPG"	"C96D03"	"june"	"2017"	"C19"	"CAL13-1420"	NA	"C96D03"
"1296"	"14"	"IMG_5581.JPG"	"C96A00"	"june"	"2013"	"C19"	"CAL13-1570"	NA	"C96A00"
"2696"	"2"	"IMG_8709.jpg"	"C96A00"	"june"	"2014"	"C19"	"CAL13-1570"	NA	"C96A00"
"3910"	"8"	"IMG_4789.JPG"	"C96A00"	"june"	"2015"	"C19"	"CAL13-1570"	NA	"C96A00"
"4481"	"12"	"IMG_7697.JPG"	"C96A00"	"august"	"2015"	"C19"	"CAL13-1570"	NA	"C96A00"
"5088"	"5"	"IMG_5638.jpg"	"C96A00"	"june"	"2016"	"C19"	"CAL13-1570"	NA	"C96A00"
"2004"	"2"	"IMG_6313.JPG"	"4ED980"	"august"	"2013"	"C19"	"CAL13-1782"	NA	"4ED980"
"3903"	"1"	"IMG_4782.JPG"	"4ED980"	"june"	"2015"	"C19"	"CAL13-1782"	NA	"4ED980"
"3361"	"11"	"IMG_0266.JPG"	"4ED980"	"august"	"2014"	"C20"	"CAL13-1782"	NA	"4ED980"
"2011"	"9"	"IMG_6321.JPG"	"6D835A"	"august"	"2013"	"C19"	"CAL13-1783"	NA	"6D835A"
"2702"	"8"	"IMG_9450.jpg"	"6D835A"	"june"	"2014"	"C19"	"CAL13-1783"	NA	"6D835A"
"3906"	"4"	"IMG_4785.JPG"	"6D835A"	"june"	"2015"	"C19"	"CAL13-1783"	NA	"6D835A"
"4471"	"2"	"IMG_7229.JPG"	"6D835A"	"august"	"2015"	"C19"	"CAL13-1783"	NA	"6D835A"
"5085"	"2"	"IMG_5631.jpg"	"6D835A"	"june"	"2016"	"C19"	"CAL13-1783"	NA	"6D835A"
"2012"	"10"	"IMG_6322.JPG"	"4EEB04"	"august"	"2013"	"C19"	"CAL13-1784"	NA	"4EEB04"
"2015"	"13"	"IMG_6325.JPG"	"4EE9F6"	"august"	"2013"	"C19"	"CAL13-1785"	NA	"4EE9F6"
"2016"	"14"	"IMG_6326.JPG"	"4EE1A9"	"august"	"2013"	"C19"	"CAL13-1786"	NA	"4EE1A9"
"2017"	"15"	"IMG_6327.JPG"	"4EE366"	"august"	"2013"	"C19"	"CAL13-1787"	NA	"4EE366"
"2020"	"18"	"IMG_7135.JPG"	"187E0A"	"august"	"2013"	"C19"	"CAL13-1930"	NA	"187E0A"
"2695"	"1"	"IMG_8707.jpg"	"187E0A"	"june"	"2014"	"C19"	"CAL13-1930"	NA	"187E0A"
"2021"	"19"	"IMG_7136.JPG"	"053938"	"august"	"2013"	"C19"	"CAL13-1931"	NA	"053938"
"5090"	"7"	"IMG_5640.jpg"	"053938"	"june"	"2016"	"C19"	"CAL13-1931"	NA	"053938"
"2023"	"21"	"IMG_7138.JPG"	"186D3A"	"august"	"2013"	"C19"	"CAL13-1932"	NA	"186D3A"
"2024"	"22"	"IMG_7139.JPG"	"1842BB"	"august"	"2013"	"C19"	"CAL13-1933"	NA	"1842BB"
"2698"	"4"	"IMG_8711.jpg"	"053879"	"june"	"2014"	"C19"	"CAL14-2071"	NA	"053879"
"3911"	"9"	"IMG_5756.JPG"	"053879"	"june"	"2015"	"C19"	"CAL14-2071"	NA	"053879"
"4473"	"4"	"IMG_7231.JPG"	"053879"	"august"	"2015"	"C19"	"CAL14-2071"	NA	"053879"
"2703"	"9"	"IMG_9451.jpg"	"052751"	"june"	"2014"	"C19"	"CAL14-2196"	NA	"052751"
"3349"	"13"	"IMG_0284.JPG"	"052751"	"august"	"2014"	"C19"	"CAL14-2196"	NA	"052751"
"3346"	"10"	"IMG_0281.JPG"	"053936"	"august"	"2014"	"C19"	"CAL14-2292"	NA	"053936"
"4475"	"6"	"IMG_7233.JPG"	"053936"	"august"	"2015"	"C19"	"CAL14-2292"	NA	"053936"
"5545"	"5"	"IMG_2189.JPG"	"053936"	"june"	"2017"	"C19"	"CAL14-2292"	NA	"053936"
"5994"	"15"	"IMG_3296.JPG"	"053936"	"august"	"2017"	"C19"	"CAL14-2292"	NA	"053936"
"4474"	"5"	"IMG_7232.JPG"	"655134"	"august"	"2015"	"C19"	"CAL15-2655"	NA	"655134"
"4476"	"7"	"IMG_7234.JPG"	"655179"	"august"	"2015"	"C19"	"CAL15-2656"	NA	"655179"
"4479"	"10"	"IMG_7695.JPG"	"655409"	"august"	"2015"	"C19"	"CAL15-2764"	NA	"655409"
"5086"	"3"	"IMG_5632.jpg"	"655375"	"june"	"2016"	"C19"	"CAL16-2848"	NA	"655375"
"5093"	"10"	"IMG_5643.jpg"	"655396"	"june"	"2016"	"C19"	"CAL16-2850"	NA	"655396"
"5098"	"15"	"IMG_9400.JPG"	"158562"	"june"	"2016"	"C19"	"CAL16-2919"	NA	"158562"
"5547"	"7"	"IMG_2567.JPG"	"158562"	"june"	"2017"	"C19"	"CAL16-2919"	NA	"158562"
"5542"	"2"	"IMG_2185.JPG"	"897828"	"june"	"2017"	"C19"	"CAL17-3119"	NA	"897828"
"5995"	"16"	"IMG_3297.JPG"	"897828"	"august"	"2017"	"C19"	"CAL17-3119"	NA	"897828"
"5543"	"3"	"IMG_2186.JPG"	"897975"	"june"	"2017"	"C19"	"CAL17-3120"	NA	"897975"
"5548"	"8"	"IMG_2568.JPG"	"897889"	"june"	"2017"	"C19"	"CAL17-3179"	NA	"897889"
"5992"	"13"	"IMG_3294.JPG"	"897889"	"august"	"2017"	"C19"	"CAL17-3179"	NA	"897889"
"5550"	"10"	"IMG_2570.JPG"	"897795"	"june"	"2017"	"C19"	"CAL17-3180"	NA	"897795"
"5981"	"2"	"IMG_3135.JPG"	"897795"	"august"	"2017"	"C19"	"CAL17-3180"	NA	"897795"
"5980"	"1"	"IMG_3134.JPG"	"981942"	"august"	"2017"	"C19"	"CAL17-3300"	NA	"981942"
"5982"	"3"	"IMG_3136.JPG"	"981815"	"august"	"2017"	"C19"	"CAL17-3301"	NA	"981815"
"5983"	"4"	"IMG_3137.JPG"	"981890"	"august"	"2017"	"C19"	"CAL17-3302"	NA	"981890"
"5984"	"5"	"IMG_3139.JPG"	"123892"	"august"	"2017"	"C19"	"CAL17-3303"	NA	"123892"
"5985"	"6"	"IMG_3140.JPG"	"123803"	"august"	"2017"	"C19"	"CAL17-3304"	NA	"123803"
"5986"	"7"	"IMG_3141.JPG"	"981894"	"august"	"2017"	"C19"	"CAL17-3305"	NA	"981894"
"5987"	"8"	"IMG_3142.JPG"	"981763"	"august"	"2017"	"C19"	"CAL17-3306"	NA	"981763"
"5988"	"9"	"IMG_3144.JPG"	"981849"	"august"	"2017"	"C19"	"CAL17-3307"	NA	"981849"
"5989"	"10"	"IMG_3145.JPG"	"123868"	"august"	"2017"	"C19"	"CAL17-3308"	NA	"123868"
"5990"	"11"	"IMG_3292.JPG"	"123906"	"august"	"2017"	"C19"	"CAL17-3365"	NA	"123906"
"5991"	"12"	"IMG_3293.JPG"	"981754"	"august"	"2017"	"C19"	"CAL17-3366"	NA	"981754"
"430"	"1"	"IMG_0934.JPG"	"4EDEF3"	"august"	"2012"	"C2"	"CAL12-0572"	NA	"4EDEF3"
"1702"	"18"	"IMG_6105.jpg"	"4EDEF3"	"august"	"2013"	"C2"	"CAL12-0572"	NA	"4EDEF3"
"2459"	"14"	"IMG_9168.jpg"	"4EDEF3"	"june"	"2014"	"C2"	"CAL12-0572"	NA	"4EDEF3"
"3714"	"11"	"IMG_5685.JPG"	"4EDEF3"	"june"	"2015"	"C2"	"CAL12-0572"	NA	"4EDEF3"
"4902"	"16"	"IMG_9202.JPG"	"4EDEF3"	"june"	"2016"	"C2"	"CAL12-0572"	NA	"4EDEF3"
"431"	"2"	"IMG_0935.JPG"	"6D9E7D"	"august"	"2012"	"C2"	"CAL12-0573"	NA	"6D9E7D"
"1066"	"21"	"IMG_5487.JPG"	"6D9E7D"	"june"	"2013"	"C2"	"CAL12-0573"	NA	"6D9E7D"
"1699"	"15"	"IMG_6102.jpg"	"6D9E7D"	"august"	"2013"	"C2"	"CAL12-0573"	NA	"6D9E7D"
"3140"	"19"	"IMG_9971.JPG"	"6D9E7D"	"august"	"2014"	"C2"	"CAL12-0573"	NA	"6D9E7D"
"5397"	"12"	"IMG_2330.JPG"	"6D9E7D"	"june"	"2017"	"C2"	"CAL12-0573"	NA	"6D9E7D"
"432"	"3"	"IMG_0936.JPG"	"C97814"	"august"	"2012"	"C2"	"CAL12-0574"	NA	"C97814"
"1061"	"16"	"IMG_5482.JPG"	"C97814"	"june"	"2013"	"C2"	"CAL12-0574"	NA	"C97814"
"1691"	"7"	"IMG_6094.jpg"	"C97814"	"august"	"2013"	"C2"	"CAL12-0574"	NA	"C97814"
"2466"	"21"	"IMG_9178.jpg"	"C97814"	"june"	"2014"	"C2"	"CAL12-0574"	NA	"C97814"
"4897"	"11"	"IMG_9196.JPG"	"C97814"	"june"	"2016"	"C2"	"CAL12-0574"	NA	"C97814"
"5387"	"2"	"IMG_2003.JPG"	"C97814"	"june"	"2017"	"C2"	"CAL12-0574"	NA	"C97814"
"433"	"4"	"IMG_0937.JPG"	"4EE009"	"august"	"2012"	"C2"	"CAL12-0575"	NA	"4EE009"
"434"	"5"	"IMG_0938.JPG"	"4EE1F0"	"august"	"2012"	"C2"	"CAL12-0576"	NA	"4EE1F0"
"435"	"6"	"IMG_0939.JPG"	"C98B90"	"august"	"2012"	"C2"	"CAL12-0577"	NA	"C98B90"
"1707"	"23"	"IMG_6110.jpg"	"C98B90"	"august"	"2013"	"C2"	"CAL12-0577"	NA	"C98B90"
"436"	"7"	"IMG_0940.JPG"	"4EEC7B"	"august"	"2012"	"C2"	"CAL12-0578"	NA	"4EEC7B"
"437"	"8"	"IMG_0942.JPG"	"C973DA"	"august"	"2012"	"C2"	"CAL12-0579"	NA	"C973DA"
"438"	"9"	"IMG_0943.JPG"	"C98808"	"august"	"2012"	"C2"	"CAL12-0580"	NA	"C98808"
"1700"	"16"	"IMG_6103.jpg"	"C98808"	"august"	"2013"	"C2"	"CAL12-0580"	NA	"C98808"
"2461"	"16"	"IMG_9170.jpg"	"C98808"	"june"	"2014"	"C2"	"CAL12-0580"	NA	"C98808"
"3687"	"3"	"IMG_4549.JPG"	"C98808"	"june"	"2015"	"C1"	"CAL12-0580"	NA	"C98808"
"439"	"10"	"IMG_0944.JPG"	"4EEC7E"	"august"	"2012"	"C2"	"CAL12-0581"	NA	"4EEC7E"
"440"	"11"	"IMG_0945.JPG"	"4EEB2D"	"august"	"2012"	"C2"	"CAL12-0582"	NA	"4EEB2D"
"441"	"12"	"IMG_0946.JPG"	"C96957"	"august"	"2012"	"C2"	"CAL12-0583"	NA	"C96957"
"1060"	"15"	"IMG_5481.JPG"	"C96957"	"june"	"2013"	"C2"	"CAL12-0583"	NA	"C96957"
